Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,EVEBITDA,Debt to equity,Return on equity,Interest Coverage Ratio,Pledged percentage,Sales growth 3Years,Profit growth 3Years,Average return on equity 3Years,Cash from operations last year,Operating cash flow 3years,Average return on capital employed 3Years,OPM,Sales growth,Capital work in progress
Salasar Techno,540642,SALASAR,INE170V01027,Industrial Manufacturing,Industrial Products,4.70,59.97,821.54,0.00,5.14,-41.36,295.54,-1.54,8.13,10.40,0.51,2.13,1.56,5.14,14.36,-24.83,5.15,72.63,118.82,11.59,6.96,4.03,7.79
Salguti Industri,526554,,INE159C01012,Industrial Products,Packaging,27.90,,21.04,0.00,0.02,-33.33,31.11,37.78,5.65,7.29,4.15,-1.45,0.87,0.00,2.44,,-0.33,4.88,8.08,6.27,6.76,27.68,0.00
Salzer Electron.,517059,SALZERELEC,INE457F01013,Electrical Equipment,Other Electrical Equipment,541.25,21.65,957.08,0.46,8.47,-51.88,485.96,12.38,11.16,11.31,0.92,9.55,2.20,17.20,19.18,13.76,9.57,41.92,41.03,12.15,7.33,20.47,7.31
Sambhv Steel,544430,SAMBHV,INE12NJ01018,Industrial Products,Iron & Steel Products,159.12,28.16,4688.81,0.00,56.61,69.49,732.17,31.07,19.07,16.06,0.36,18.46,6.95,0.00,37.06,33.27,18.10,215.82,485.63,18.40,11.55,48.73,187.24
Sampann Utpadan,534598,SAMPANN,INE735M01018,Industrial Products,Rubber,24.56,17.93,125.53,0.00,2.05,12.02,41.70,27.60,8.30,12.94,2.02,21.29,6.45,0.00,35.21,81.83,0.75,-1.69,2.17,2.35,10.58,37.87,0.00
Sampat Aluminium,544520,,INE10XS01012,Industrial Products,"Aluminium, Copper & Zinc Products",30.65,4.38,25.99,0.00,1.22,-62.58,96.87,37.48,14.74,5.01,0.35,15.06,5.71,0.00,11.26,61.13,29.51,-4.15,-9.54,27.19,5.08,34.15,3.54
Samrat Forgings,543229,,INE412J01010,Industrial Products,Castings & Forgings,214.05,23.37,107.03,0.00,1.24,18.10,48.16,-4.77,10.58,10.75,2.35,11.23,1.86,0.00,4.13,-3.47,11.98,20.81,57.95,10.91,8.37,2.07,26.83
Sarthak Metals,540393,SMLT,INE017W01010,Industrial Products,Iron & Steel Products,59.35,16.65,81.25,0.84,1.33,25.47,55.21,19.45,5.76,8.21,0.04,3.77,12.17,0.00,-22.21,-46.52,6.39,-32.56,-5.95,9.78,3.88,9.36,0.59
Satani Bearings,505703,,INE498D01012,Industrial Manufacturing,Industrial Products,290.80,5287.27,581.60,0.00,-0.21,19.23,5.61,,1.00,3876.53,0.00,0.56,,0.00,1424.63,28.19,-3.80,-17.76,-18.19,-64.81,0.19,,0.00
Sati Poly,,SATIPOLY,INE0RPM01017,Industrial Products,Packaging,33.00,4.87,16.33,0.00,2.63,-76.73,106.90,-31.51,20.07,3.62,0.62,18.72,4.46,0.00,12.28,4.21,52.86,4.40,-0.24,26.37,2.70,-10.61,0.00
Schneider APW,544786,,INE155D01018,Industrial Manufacturing,Industrial Machinery,1996.55,69.58,2415.03,0.00,4.47,-45.09,109.53,16.88,24.02,43.65,0.01,17.82,71.61,0.00,4.82,32.68,21.98,38.42,76.31,29.70,11.34,-9.76,3.42
Schneider Elect.,534139,SCHNEIDER,INE839M01018,Electrical Equipment,Heavy Electrical Equipment,1209.50,149.26,28919.15,0.00,12.44,-69.84,651.36,4.78,29.65,81.98,0.92,38.22,5.84,0.00,17.60,27.16,60.47,224.50,721.80,36.32,11.49,9.56,101.90
Scoda Tubes,544411,SCODATUBES,INE090501011,Industrial Products,Iron & Steel Products,136.61,22.11,818.42,0.00,5.25,-25.85,124.35,27.64,16.54,10.53,0.48,14.37,2.92,0.00,19.34,55.45,20.58,-13.79,16.82,18.94,14.30,11.24,8.96
Sealmatic India,543782,,INE0O4601016,Industrial Products,Other Industrial Products,400.00,42.05,434.40,0.28,3.82,-59.62,49.43,-13.34,13.03,22.95,0.08,9.62,19.30,0.00,20.75,-1.89,12.62,-1.33,-11.80,17.07,15.32,2.08,0.58
Seemax Resources,544813,,INE1EVO01017,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",57.10,14.11,25.12,0.00,1.88,-11.74,8.29,-13.38,23.91,7.66,1.64,26.99,2.41,0.00,6.77,32.22,40.04,2.45,9.89,26.53,26.35,-4.72,0.00
Sejal Glass,532993,SEJALLTD,INE955I01044,Industrial Products,Glass - Industrial,682.70,24.70,778.28,0.00,7.21,63.39,117.95,52.88,18.60,13.14,1.34,31.09,2.63,0.15,104.40,49.68,29.14,51.04,36.15,15.18,15.04,63.22,9.41
Servotech Renew,,SERVOTECH,INE782X01033,Electrical Equipment,Other Electrical Equipment,70.76,42.66,1598.08,0.03,8.06,74.62,215.79,57.81,12.79,21.45,0.73,12.81,3.99,4.24,34.11,44.92,13.78,-1.94,-56.59,14.50,10.29,7.39,0.74
SGN Telecoms,531812,,INE266C01023,Electrical Equipment,Other Electrical Equipment,0.57,,4.61,0.00,-0.09,30.77,0.00,,-115.00,-24.94,0.00,-120.00,-18.00,0.00,,-20.63,-73.17,-0.08,0.17,-77.59,,,0.00
Sh. Bajrang All.,526981,SHBAJRG,INE402H01015,Industrial Products,Iron & Steel Products,165.32,3.32,148.79,0.00,9.65,7.23,104.98,17.51,1.12,28.37,0.27,12.31,3.63,0.00,-19.72,9.02,12.29,-10.27,-33.67,1.28,1.45,-19.76,0.00
Sh. Jagdamba Pol,512453,SHRJAGP,INE564J01026,Industrial Products,Packaging,660.25,12.19,578.25,0.15,18.95,74.98,180.92,28.63,15.34,7.62,0.15,11.55,18.82,0.00,8.31,6.30,14.26,55.93,56.02,19.63,12.91,-8.73,0.59
Sh. Rama Multi.,532310,SHREERAMA,INE879A01019,Industrial Products,Packaging,45.04,23.59,601.14,0.00,8.06,9.66,80.52,45.47,18.16,13.56,0.12,15.37,39.80,0.00,6.89,71.15,24.06,32.44,73.11,14.18,16.16,20.27,1.21
Sh. Steel Wire,513488,,INE387D01025,Industrial Products,Iron & Steel Products,24.95,,8.26,0.00,0.23,221.05,2.43,122.94,-3.84,90.71,0.00,-4.68,,0.00,-35.51,,-2.53,-0.39,0.00,-2.45,-2.74,-37.02,0.00
Shah Alloys,513436,SHAHALLOYS,INE640C01011,Industrial Products,Iron & Steel Products,92.83,,183.80,0.00,-8.41,3.56,2.25,-92.59,0.49,34.32,0.56,-100.74,0.17,0.00,-60.96,,-108.80,-71.01,-70.69,-10.24,13.42,-86.02,0.00
Shah Metacorp,533275,SHAH,INE482J01021,Industrial Products,Iron & Steel Products,3.22,24.26,319.54,0.00,3.52,39.76,57.20,97.92,4.85,23.34,0.78,5.16,7.21,0.00,73.42,94.50,5.79,-57.74,-136.98,5.80,1.41,48.83,0.00
Shakti Polytarp,544933,,INE05UY01016,Industrial Products,Packaging,56.12,9.55,96.12,0.00,,,,,21.59,8.53,2.60,44.06,4.12,0.00,65.13,161.90,34.38,13.40,0.56,17.03,9.27,30.76,7.45
Shakti Pumps,531431,SHAKTIPUMP,INE908D01010,Industrial Products,"Compressors, Pumps & Diesel Engines",466.90,27.13,5761.45,0.21,51.59,-46.72,858.67,37.94,23.64,14.16,0.30,17.99,5.70,0.00,40.74,120.25,27.13,124.05,194.20,36.78,12.30,14.10,12.35
Shantai Indust.,512297,,INE408F01024,Industrial Manufacturing,Industrial Products,90.59,,67.94,0.00,-0.05,-66.67,0.00,-100.00,-15.01,-51.72,0.00,-18.54,,0.00,153.81,,-4.84,2.99,0.07,-4.08,-24.87,-76.61,0.00
Shanthi Gears,522034,SHANTIGEAR,INE631A01022,Industrial Manufacturing,Industrial Products,666.55,75.96,5113.50,0.75,9.85,-56.59,115.49,-14.38,25.55,46.39,0.00,19.00,828.55,0.00,5.19,6.17,22.95,70.10,197.35,31.30,17.74,-16.88,25.79
Sharda Ispat,513548,,INE385M01012,Industrial Products,Iron & Steel Products,160.45,10.78,81.51,0.00,1.64,485.71,71.15,155.75,11.48,8.24,0.48,9.95,5.25,0.00,5.48,16.12,17.14,-0.71,17.98,18.93,4.71,36.40,0.00
Sharp Chucks and,,SCML,INE460Q01014,Industrial Products,Castings & Forgings,75.00,9.88,90.64,0.00,2.64,-22.12,141.11,28.62,12.33,5.85,1.13,9.62,2.02,0.00,16.32,24.69,10.34,19.79,29.52,12.70,12.10,13.33,0.52
Sharvaya Metals,544506,,INE0UJF01018,Industrial Products,"Aluminium, Copper & Zinc Products",146.10,12.56,146.54,0.00,2.28,-71.92,139.86,96.43,28.70,8.36,0.16,23.32,9.56,0.00,48.52,81.56,35.28,-33.53,-28.57,36.89,8.01,104.26,1.63
Shayona Eng.,544686,,INE0UCL01011,Industrial Products,Castings & Forgings,140.05,13.49,54.51,0.00,2.16,9.64,26.66,54.10,19.68,9.69,0.76,22.12,4.32,0.00,47.46,89.89,29.14,-5.80,-8.25,29.19,18.70,73.95,15.98
Shera Energy,,SHERA,INE0MM001019,Industrial Products,"Aluminium, Copper & Zinc Products",177.90,12.71,434.78,0.00,12.64,88.26,487.67,26.10,19.53,6.39,1.35,16.90,2.42,0.00,33.05,56.73,14.34,-4.88,27.16,18.94,5.56,27.31,62.95
Shetron,526137,,INE278C01010,Industrial Products,Packaging,98.60,20.78,88.74,1.01,1.89,16.67,86.37,25.56,12.59,6.31,0.66,6.22,1.94,0.00,0.23,-14.29,7.80,13.26,46.80,13.03,7.14,13.19,0.00
Shilchar Tech.,531201,SHILCTECH,INE024F01011,Electrical Equipment,Other Electrical Equipment,4103.60,34.14,4694.60,0.30,20.86,-49.72,134.61,-15.21,50.74,24.60,0.00,37.78,393.51,0.00,32.50,54.12,46.07,192.02,308.06,65.56,25.49,-6.98,6.41
Shilp Gravures,513709,SHILGRAVQ,INE960A01017,Industrial Products,"Aluminium, Copper & Zinc Products",149.50,10.78,91.94,1.40,3.35,-9.46,25.20,1.49,11.19,5.40,0.00,8.65,34.31,0.00,3.92,7.34,5.51,9.59,28.81,7.15,14.64,5.01,0.00
Shining Tools,544607,,INE0D8001018,Industrial Manufacturing,Industrial Products,174.32,25.36,98.64,0.00,2.05,54.14,10.29,9.58,22.71,14.62,0.24,22.98,5.97,0.00,21.02,256.27,28.94,1.03,5.52,27.09,36.91,24.17,0.00
Shish Industries,540693,,INE145Y01023,Industrial Products,Plastic Products - Industrial,14.25,175.81,601.28,0.00,-2.15,-160.39,35.49,7.16,6.80,48.27,0.26,5.01,2.06,0.00,25.16,2.49,8.62,-13.90,-28.19,12.46,6.83,8.28,22.93
Shivagrico Impl.,522237,,INE092H01014,Industrial Manufacturing,Industrial Products,22.11,24.62,11.08,0.00,0.06,,11.73,-0.42,6.90,8.50,2.12,4.83,1.71,0.00,4.36,135.13,2.95,1.23,5.91,5.87,7.07,0.61,1.37
Shivalic Power,,SPCL,INE0T7B01010,Electrical Equipment,Other Electrical Equipment,65.65,13.45,158.32,0.00,7.96,10.91,101.18,28.32,12.79,8.76,0.30,9.91,11.32,0.00,,,,0.00,,12.79,12.11,17.41,0.00
Shivalik Bimetal,513097,SBCL,INE386D01027,Industrial Products,Iron & Steel Products,1154.50,62.39,6650.40,0.35,33.01,44.07,182.20,33.38,26.57,41.23,0.15,21.82,29.38,0.00,6.67,7.00,22.99,54.89,216.99,28.33,23.03,18.79,34.86
Shree Marutinand,544083,,INE0QIS01011,Industrial Products,Iron & Steel Products,48.05,4.61,16.63,0.00,2.54,20.09,71.32,18.93,16.86,2.77,0.12,12.09,4.68,0.00,46.87,24.96,14.76,2.53,-10.22,19.34,4.31,31.09,6.33
Shree Precoated,533110,,INE318K01025,Industrial Products,Iron & Steel Products,11.90,,4.93,0.00,-0.14,-16.67,0.00,,,-7.90,,,,0.00,-12.64,-4.61,,-0.03,0.00,0.00,,-33.33,0.00
Shree Refrigerat,544458,,INE0FMZ01045,Aerospace & Defense,Aerospace & Defense,407.60,67.77,1459.06,0.00,19.96,343.56,103.16,116.00,13.84,41.92,0.17,13.04,8.06,0.00,44.83,103.10,15.48,13.80,-16.34,18.89,21.37,55.53,17.55
Shree Tirupati,,TIRUPATI,INE238Y01018,Industrial Products,Plastic Products - Industrial,292.50,101.13,296.30,0.00,1.06,-85.44,107.04,3.01,6.89,24.65,1.09,3.13,1.52,0.00,4.80,-31.16,12.62,-2.71,-24.09,13.28,7.34,-3.81,0.00
Shree TirupatiBa,544249,BALAJEE,INE0S2G01011,Industrial Products,Packaging,25.57,22.62,208.58,0.00,3.75,-34.82,139.56,11.28,6.89,10.48,0.76,3.68,1.67,0.00,6.47,-12.28,9.75,-6.71,-73.46,12.23,5.78,3.71,0.00
Shri Balaji,544074,,INE0RNZ01014,Industrial Manufacturing,Industrial Products,146.00,14.37,119.14,0.00,5.19,20.70,55.46,25.93,17.80,8.01,0.43,17.05,8.22,0.00,15.81,8.56,20.49,18.68,34.55,19.03,16.43,19.50,6.36
Shri Kanha Stain,,SHRIKANHA,INE1V4601019,Industrial Products,Iron & Steel Products,23.10,4.14,36.00,0.00,4.48,35.35,95.42,13.55,18.24,4.77,0.91,23.66,3.44,0.00,15.05,129.47,33.44,-31.22,-36.24,43.89,8.75,41.06,0.00
Shri Techtex,,SHRITECH,INE0OMF01015,Industrial Products,Plastic Products - Industrial,62.00,8.09,154.69,0.00,13.25,88.48,47.14,10.29,22.72,5.40,0.02,17.67,52.36,0.00,13.91,28.03,17.67,-2.65,26.06,22.91,27.55,1.77,0.16
Shubhshree Bio.,,SHUBHSHREE,INE0UL701015,Industrial Products,Other Industrial Products,345.40,17.19,181.06,0.00,6.86,59.85,105.78,24.01,32.58,11.90,0.32,29.64,13.20,0.00,,,,-1.13,,32.58,7.36,24.08,0.33
Shyam Metalics,543299,SHYAMMETL,INE810G01011,Industrial Products,Iron & Steel Products,1085.60,26.98,30302.55,0.41,350.73,18.11,5455.09,23.45,13.01,11.49,0.09,9.70,7.69,0.00,13.59,8.60,10.18,2023.56,5531.37,11.98,12.86,22.80,2791.94
Siemens,500550,SIEMENS,INE003A01024,Electrical Equipment,Heavy Electrical Equipment,3877.00,91.84,138067.92,0.46,2143.10,-18.59,4713.70,14.75,21.44,57.01,0.02,19.22,65.70,0.00,15.47,22.52,17.29,-535.40,2519.30,19.69,10.55,13.21,250.30
Siemens Ener.Ind,544390,ENRIN,INE1NPP01017,Electrical Equipment,Heavy Electrical Equipment,3313.00,77.29,117982.72,0.12,440.90,67.83,2485.60,39.28,67.75,51.91,0.04,50.47,68.70,0.00,,,,3670.10,,67.75,21.45,,115.70
Sigma Advanced System,532408,SIGMAADV,INE933B01012,Aerospace & Defense,Aerospace & Defense,946.00,108.04,17967.28,0.00,35.41,-81.87,374.28,7083.88,11.74,77.18,0.71,-4.03,9.12,0.00,529.70,,-5.63,-210.07,-168.20,7.71,14.40,963.82,9.19
Sika Interplant,523606,SIKA,INE438E01032,Aerospace & Defense,Aerospace & Defense,1045.45,63.95,2216.45,0.33,8.40,-18.84,42.86,-36.98,34.56,46.63,0.02,25.13,78.95,0.00,52.12,60.21,22.56,46.91,74.26,29.77,22.04,0.45,0.00
Simplex Castings,513472,,INE658D01029,Industrial Products,Other Industrial Products,137.00,23.38,561.65,0.00,6.86,44.73,60.95,34.85,24.28,14.47,0.44,25.73,6.10,0.00,20.07,74.24,23.79,13.53,19.71,19.62,18.18,15.32,29.61
Siyaram Recycli.,544047,,INE0QSK01017,Industrial Products,Other Industrial Products,35.47,20.39,77.29,0.00,0.71,-89.70,149.84,-43.65,7.34,10.61,0.88,2.95,1.54,0.00,-9.76,-19.11,8.88,-28.29,-75.71,12.49,4.71,-29.26,0.00
SKF India,500472,SKFINDIA,INE640A01023,Industrial Products,Abrasives & Bearings,1539.80,51.26,7612.46,2.60,61.84,32.31,587.79,27.09,13.33,21.08,0.00,15.06,1347.33,0.00,-20.91,-17.39,19.85,362.63,1189.81,18.63,11.57,17.89,28.41
SKF India Indus.,544572,SKFINDUS,INE2J8701016,Industrial Products,Abrasives & Bearings,2918.00,37.53,14426.00,0.69,61.92,-13.84,970.77,18.30,29.89,31.33,0.00,26.65,617.98,0.00,,,,163.83,,29.89,10.70,377.42,134.27
Skipper,538562,SKIPPER,INE439E01022,Electrical Equipment,Heavy Electrical Equipment,551.15,27.45,6224.54,0.02,56.47,26.44,1309.83,4.46,23.52,11.93,0.63,16.29,2.43,0.00,41.01,88.12,13.72,277.38,629.81,22.76,10.44,17.18,273.05
SKP Bearing,,SKP,INE0KZA01016,Industrial Products,Abrasives & Bearings,159.25,448.07,264.36,0.70,0.04,-89.47,22.11,-0.05,11.38,20.78,0.88,1.79,2.66,0.00,,,9.68,0.93,13.75,11.67,9.45,46.04,1.67
Skytech Infinite Platform,,SKYTECH,INE0VFE01017,Industrial Manufacturing,Industrial Products,32.05,8.01,31.48,0.00,,,,,26.11,5.40,0.49,23.23,9.31,,13.71,36.07,22.31,-1.66,2.17,25.37,12.86,14.42,0.00
SM Auto Stamping,543065,,INE0C4I01011,Industrial Manufacturing,Industrial Products,27.97,11.26,38.28,5.36,2.56,-10.18,37.19,4.79,16.12,7.75,0.29,14.06,6.36,0.00,1.27,7.33,15.27,2.51,9.21,18.88,5.82,7.43,0.04
Smarten Power,,SMARTEN,INE14GK01016,Electrical Equipment,Other Electrical Equipment,64.50,13.93,122.56,0.00,2.92,-56.93,127.40,36.18,17.79,9.22,0.07,14.40,12.22,0.00,10.69,19.48,28.98,-8.08,-10.43,41.39,5.01,19.10,6.89
Smiths & Founder,513418,,INE728B01032,Industrial Products,Castings & Forgings,8.50,125.65,86.70,0.00,0.26,0.00,3.22,-0.31,4.86,69.93,0.00,1.36,47.50,0.00,10.15,5.27,3.28,1.92,5.13,5.46,8.23,4.88,0.00
SML Mahindra,505192,SMLMAH,INE294B01019,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,6825.50,63.14,9876.50,0.34,63.62,-4.99,957.54,13.20,30.90,36.11,0.56,35.40,12.40,0.00,15.93,100.39,38.16,156.19,283.99,27.21,9.27,18.07,46.89
SMVD Poly Pack,,SMVD,INE702Y01013,Industrial Products,Plastic Products - Industrial,14.60,,14.64,0.00,-1.56,57.09,0.05,-37.50,-7.50,-41.93,0.00,,-0.29,0.00,,,,6.87,-4.09,-11.71,-2262.50,-126.67,0.00
Solex Energy,544862,SOLEX,INE880Y01017,Electrical Equipment,Other Electrical Equipment,705.20,10.34,761.79,0.08,7.15,-68.18,259.42,4.10,34.04,5.81,1.33,44.13,3.65,0.00,112.77,219.77,39.70,213.56,166.42,26.73,10.22,103.88,10.84
Solitaire Mach.,522152,,INE410A01013,Industrial Manufacturing,Industrial Products,92.09,26.80,41.81,1.63,0.26,550.00,3.84,84.62,8.26,13.75,0.21,6.90,14.69,0.00,0.71,-4.44,9.14,5.11,9.90,11.20,14.02,5.52,0.00
Solve Plastic,,BALCO,INE0U0201016,Industrial Products,Plastic Products - Industrial,19.85,19.70,8.67,0.00,0.02,100.70,23.76,11.13,7.89,6.54,1.09,4.31,1.56,0.00,-8.72,-27.40,-14.26,3.23,2.01,0.78,4.61,12.02,3.08
Somi Conv.Belt.,533001,SOMICONVEY,INE323J01019,Industrial Manufacturing,Industrial Products,89.59,23.82,105.53,0.00,0.60,-50.00,15.62,-40.47,9.46,11.14,0.17,6.36,4.83,0.00,2.43,13.17,6.80,18.00,15.37,9.69,10.22,-19.72,0.00
Sona Machinery,,SONAMAC,INE0Q6H01012,Industrial Manufacturing,Industrial Products,31.00,,42.54,0.00,-4.37,-470.34,41.11,-25.38,-5.90,-18.32,0.11,-5.12,-15.29,0.00,1.49,,6.06,7.33,-11.75,12.33,-4.11,-10.97,9.98
SP Refractories,,SPRL,INE0JW501011,Industrial Products,Electrodes & Refractories,126.35,6.41,22.61,0.79,1.33,18.75,11.85,-25.24,28.59,4.46,0.07,24.59,32.60,0.00,1.10,78.56,20.16,1.31,4.40,21.88,18.79,-6.94,0.00
Spectrum Electr.,544386,SPECTRUM,INE01EO01010,Industrial Manufacturing,Industrial Products,3518.80,120.25,6012.74,0.00,13.29,118.23,155.88,84.36,17.78,65.35,0.89,19.87,5.06,0.00,25.81,71.94,16.55,70.79,38.97,16.73,15.24,40.95,116.79
Spel Semiconduct,517166,SPELS,INE252A01019,Electrical Equipment,Other Electrical Equipment,131.46,,606.29,0.00,-1.34,44.86,0.08,-95.85,0.06,720.87,6.84,-64.50,-0.07,0.00,-17.44,,-28.07,12.94,2.44,-5.28,-30.77,-42.30,0.15
SPP Polymer,,SPPPOLY,INE0QR801013,Industrial Products,Packaging,12.00,,18.47,4.17,-3.20,-5433.33,56.96,6.43,-5.50,223.71,0.28,-8.56,-3.45,0.00,18.77,,-1.83,1.70,-1.85,3.47,-2.35,2.89,0.36
Sprayking Ltd,540079,,INE537U01037,Industrial Products,Other Industrial Products,1.19,21.50,25.15,0.00,-0.13,-110.77,16.93,-24.01,7.99,4.71,0.42,4.25,2.44,0.00,88.35,3.78,17.24,-9.27,-40.64,11.77,6.47,8.37,0.00
Sri KPR Inds.,514442,SRIKPRIND,INE009C01019,Industrial Products,Plastic Products - Industrial,27.31,8.65,55.03,3.66,0.95,43.94,3.32,20.29,4.49,5.41,0.01,3.89,,0.00,-1.00,17.53,4.05,-1.43,-12.77,5.11,52.11,15.24,0.00
Srigee DLM,544399,,INE0RJ901010,Industrial Manufacturing,Industrial Products,70.16,10.77,41.91,0.00,5.53,104.81,51.42,46.25,15.47,6.17,0.20,12.68,9.33,0.00,15.33,11.45,19.65,9.35,11.66,26.32,7.99,1.53,3.56
Srivasavi Adhes.,,SRIVASAVI,INE0NPI01014,Industrial Products,Other Industrial Products,85.95,22.11,121.83,0.00,2.92,17.27,54.87,9.74,14.63,15.12,0.38,12.63,20.53,0.00,22.00,15.03,15.34,1.54,2.85,20.01,8.46,19.18,10.58
Standard Engineering Technology,544333,SETL,INE0M4D01010,Industrial Manufacturing,Industrial Products,402.55,93.89,8030.54,0.00,26.75,26.26,247.69,43.12,14.68,54.27,0.10,10.70,11.49,21.38,15.87,14.43,12.78,45.33,-14.45,18.26,15.20,31.60,26.59
Stanpacks(India),530931,,INE457D01018,Industrial Products,Packaging,12.50,108.86,7.62,0.00,0.18,500.00,11.45,48.12,4.48,12.87,1.18,-1.29,1.04,0.00,1.43,24.84,1.35,1.57,7.83,5.28,3.57,15.60,0.00
Star Delta Trans,539255,,INE541K01014,Electrical Equipment,Heavy Electrical Equipment,458.05,11.60,137.42,0.00,1.40,-38.33,37.49,24.02,18.10,7.97,0.11,13.22,12.53,0.00,34.36,27.51,14.19,-11.29,-15.01,20.07,8.93,31.17,0.69
Steel Exchange,534748,STEELXIND,INE503B01021,Industrial Products,Iron & Steel Products,11.29,45.30,1440.06,0.00,15.03,46.92,269.71,-10.10,9.34,13.45,0.54,2.82,1.70,99.95,-8.50,33.00,1.71,-38.01,10.74,9.14,13.01,-12.78,6.18
Steelcast,513517,STEELCAS,INE124E01038,Industrial Products,Castings & Forgings,376.50,42.01,3810.18,0.45,23.71,19.27,124.82,16.99,32.30,28.13,0.00,23.96,435.25,3.29,-3.90,7.28,25.88,86.44,243.78,35.06,26.94,9.25,1.24
Steelco Gujarat,500399,,INE629B01032,Industrial Products,Iron & Steel Products,219.70,,138.32,0.00,-14.98,-222.84,52.18,15712.12,-12.21,-17.74,83.38,-174.28,-1.04,0.00,,,,-99.88,-50.56,-7.52,-18.91,2527.86,3.38
Sterling Powerg.,513575,,INE067E01013,Industrial Manufacturing,Industrial Products,25.05,12.32,13.18,0.00,-0.09,50.00,0.68,-13.92,32.46,9.49,1.72,54.12,11.14,0.00,316.25,38.35,,-0.05,-1.54,5.12,4.01,771.32,0.00
Storage Tech,544171,,INE0RGM01016,Industrial Products,Other Industrial Products,34.85,,44.75,0.86,-1.77,-170.63,37.76,-25.89,-4.46,-497.27,0.36,-7.89,-1.29,0.00,1.48,,8.76,8.46,-5.31,19.90,-0.74,-15.35,0.00
Stovec Inds.,504959,,INE755D01015,Industrial Manufacturing,Industrial Products,1613.35,61.64,337.19,0.74,2.45,-17.23,52.77,-7.01,7.52,24.11,0.00,5.60,355.50,0.00,-5.65,-27.92,7.02,-1.93,27.45,9.41,4.67,-12.53,2.61
Sturdy Industrie,530611,,INE134F01026,Industrial Products,Plastic Products - Industrial,0.22,,3.33,0.00,-0.24,83.56,0.00,-100.00,-10.90,-20.20,,,-1041.00,,-81.17,13.18,,2.52,5.49,-8.74,-2629.41,-64.95,1.64
Subam Papers,544267,,INE0U6201010,Industrial Products,Packaging,225.00,188.50,618.28,0.00,-0.52,-107.58,171.41,16.32,5.02,18.21,0.42,3.00,1.21,0.00,4.74,186.68,8.91,35.39,109.95,11.99,6.77,8.37,33.65
Subros,517168,SUBROS,INE287B01021,Industrial Products,Other Industrial Products,720.90,27.36,4702.85,0.42,41.52,1.69,1032.11,17.52,19.16,13.09,0.06,14.49,24.36,0.00,10.20,52.89,13.28,105.32,445.66,18.39,8.25,13.78,79.07
Sugs Lloyd,544501,,INE0XX801016,Electrical Equipment,Other Electrical Equipment,265.55,20.28,616.45,0.00,7.50,29.53,78.40,31.96,29.04,13.70,0.50,32.99,5.89,0.00,103.30,133.97,41.27,-37.39,-88.05,36.11,14.59,71.64,0.00
Sunflag Iron,500404,SUNFLAG,INE947A01014,Industrial Products,Iron & Steel Products,410.65,34.84,7400.71,0.24,66.05,5.49,1078.95,5.45,4.07,15.47,0.06,2.37,5.80,0.00,4.14,-2.20,2.57,390.10,826.72,4.57,11.92,9.03,213.87
Sungarner Energ.,,SEL,INE0O3O01017,Electrical Equipment,Other Electrical Equipment,343.25,20.78,79.59,0.00,2.81,234.52,48.95,124.85,23.58,12.71,1.81,29.11,3.34,0.00,,,19.79,3.34,-12.19,20.78,11.07,122.33,0.00
Sunita Tools Ltd,544001,,INE0Q1S01010,Industrial Manufacturing,Industrial Products,1132.15,109.22,711.04,0.00,3.42,103.57,31.18,118.19,10.94,72.82,0.60,11.06,11.83,0.00,49.23,29.47,14.64,-3.39,-14.87,18.38,20.59,55.27,19.93
Sunlite Recycli.,,SUNLITE,INE0U2N01013,Industrial Products,"Aluminium, Copper & Zinc Products",612.05,21.05,844.99,0.16,25.80,257.84,1642.41,116.13,46.52,14.30,0.07,36.37,23.61,0.00,33.95,92.83,39.28,-2.02,17.57,38.17,2.16,97.95,0.00
Super Iron,544381,,INE16IQ01014,Industrial Products,Castings & Forgings,37.50,5.33,87.73,0.00,16.31,338.44,179.89,36.17,9.15,5.57,0.64,9.04,3.38,0.00,,,,-25.46,,9.15,13.57,61.30,7.53
Supershakti Met.,541701,,INE00SY01011,Industrial Products,Iron & Steel Products,279.00,11.29,321.56,0.18,17.07,137.09,376.32,-3.44,11.34,8.12,0.00,10.04,20.26,0.00,,,6.90,-3.62,47.69,9.20,1.62,-4.33,1.87
Supreme Engg.,,SUPREMEENG,INE319Z01021,Industrial Products,Iron & Steel Products,3.93,,98.23,0.00,1.49,-1042.86,4.07,-51.55,0.79,206.89,,,-0.52,18.42,11.02,25.87,,1.27,6.67,-19.39,3.03,-4.39,0.00
Supreme Inds.,509930,SUPREMEIND,INE195A01028,Industrial Products,Plastic Products - Industrial,3550.00,43.68,45094.54,1.01,280.72,38.76,2717.66,4.16,20.73,24.49,0.01,15.77,44.76,0.00,6.83,3.32,17.99,1224.77,3641.39,23.78,14.41,8.71,136.34
